,name,state,city,address,lattitude,longitude,Total_Slots,6AM-11AM_Booked_slots,11AM-4PM_Booked_slots,4PM-10PM_Booked_slots,label_6AM_11AM,label_11AM_4PM,label_4PM_10PM
949,"Westside, Ellisbridge",Gujarat,Ahmedabad,"Ground Floor, Abhijeet V, Netaji Rd Ellisbridge Opp. Mayor Bungalow, Ellisbridge, Ahmedabad, Gujarat 380006",23.02938,72.56142,9,3,9,1,TRUE,FALSE,TRUE
950,"Progressive Cars, SG Highway",Gujarat,Ahmedabad,"G-9, Shapath V, Beside Hotel Crowne Plaza, Near Karnavati Club , SG Highway, Ahmedabad, Gujarat  - 380015",23.014261,72.503947,10,1,7,6,TRUE,TRUE,TRUE
951,"Riya Autolink, Ambli BRTS Bus Stand",Gujarat,Ahmedabad,"Near Devkutir Bunglow, Opp Bopal Ambli BRTS Bus Stand, Iscon-Bopal Road, Ahmedabad, Gujarat - 380058",23.02558,72.47991,10,7,6,9,TRUE,TRUE,FALSE
952,"Pramukh Auto, Umiya Nagar",Gujarat,Surat,"Plot No. 409/27-A, Umiya Nagar Society,Near Chosath Jogni Mata Temple,Udhna Magdalla Road,Surat-394210",21.164948,72.835879,10,2,8,8,TRUE,TRUE,TRUE
953,"Jai Ganesh, Kothariya",Gujarat,Rajkot,"Jai Ganesh MG. Opp Krishna Park , Rajkot-Gondal Highway ,Kothariya, Rajkot-360003",22.227526,70.801092,4,2,4,4,TRUE,FALSE,FALSE
954,"Shreeji Automart, Piplod",Gujarat,Surat,"04 A/B, Shreeji House,Opp. Big Bazar,Dumas Road, Piplod,Surat-395002",21.159829,72.770603,10,10,8,7,FALSE,TRUE,TRUE
955,"Ahmedabad One Mall, Vastrapur",Gujarat,Ahmedabad,"Plot No. 216, T. P. Scheme 1, Near Vastrapur Lake, Vastrapur, Ahmedabad u00e2u0080u0093 380054 ",23.0397522,72.5318124,10,8,9,10,TRUE,FALSE,FALSE
956,"IOCL - Sardar Petro Station, Bakrol",Gujarat,Ahmedabad,"M/s Sardar Petrol Station, Near Toll Plaza Ring Road, Bakrol-Bardrabad, Daskroi, Ahmedabad-382433",22.935404,72.520954,4,1,3,4,TRUE,TRUE,FALSE
957,Comfort Inn Legacy By One Earth,Gujarat,Rajkot,"Comfort Inn Legacy By One Earth Panchnath Road, Limda Chowk, Rajkot Gujrat-360001",22.2967048,70.7991222,6,5,6,5,FALSE,FALSE,FALSE
958,"Vatika City Point, Sec 25",Haryana,Gurgaon,"Mehrauli-Gurgaon Rd, Heritage City, Sector 25, Gurugram, Haryana 122002",28.4811468,77.0831202,6,4,3,4,TRUE,TRUE,TRUE
959,"IOCL - Tapan Auto, NH 22",Himachal Pradesh,Barog,"National Highway 22, Beside Tapan, Barog, Himachal Pradesh 173211",30.8873188,77.0879411,5,3,3,3,TRUE,TRUE,TRUE
960,"Croma, Ramanthapur",Hyderabad,Hyderabad,"Croma, Unit No. 2 & 3, Ground Floor, Plot Survey No. 46, Pragathi Nagar, Ramanthapur Main Road, Ramanthapur, Telangana, Hyderabad - 500013",17.499345,78.541866,8,5,1,6,TRUE,TRUE,TRUE
961,"Arise Autoz, Narwal Byepass",Jammu & Kashmir,Jammu,"Arise Autoz Pvt Ltd, Mailk Market , Narwal Byepass Jammu-180016",32.70661,74.89568,6,2,3,1,TRUE,TRUE,TRUE
962,"Asia One Earth, Jammu Tawi",Jammu & Kashmir,Jammu,"Asia One Earth, Jammu Tawi, Nehru Market, Jammu tawi, Jammu & Kashmir-180004",32.713043,74.8598406,9,1,9,9,TRUE,FALSE,FALSE
963,"ASL Motors, Industrial Area",Jharkhand,Jamshedpur,"A-7, 2nd Phase, Industrial Area, Adityapur, Jamshedpur u00e2u0080u0093 832109",22.79094,86.14731,6,1,1,1,TRUE,TRUE,TRUE
964,"Ginger Hotel, Bistupur Main Road",Jharkhand,Jamshedpur,"Ginger Hotel Jamshedpur Opp. Voltas Building, Bistupur Main Road, Jamshedpur - 831001 Tel: 0657 666 3333",22.78778833,86.18442833,10,6,3,10,TRUE,TRUE,FALSE
965,Hotel Mayura Veg I Yediyur,Karnataka,Yediyur,"Hotel Mayur, Chakenahalli, Nh 75, Bangalore - Mangalore Hwy, Jaladagere, Karnataka 572142",12.9877075,76.8744784,6,2,3,4,TRUE,TRUE,TRUE
966,HOTEL SKY BIRDS I HASSAN,Karnataka,Hassan,"HOTEL SKY BIRDS, railway station, opp. Ranganathapura, Shanthigrama, Karnataka 573201",12.9873093,76.2061067,6,1,6,4,TRUE,FALSE,TRUE
967,Indradhanush Restaurant I Mudagere,Karnataka,Mudagere,"Indradhanush Restaurant, Bangalore, SH17, Channapatna, Karnataka 571501",12.6395692,77.1413769,4,1,1,1,TRUE,TRUE,TRUE
968,"Adishakti, Veeranpalya",Karnataka,Bangalore,"#56, Opposite Lumbini Gardens, Veeranna Palya Ring Road , Veeranna Palya, Arabic College Post, Bengaluru, Karnataka - 560045",13.04279,77.6093,4,1,1,3,TRUE,TRUE,TRUE
969,"AB Infra Limited, old MIDC",Karnataka,Bangalore,"No.46, 10th Cross Rd, West of Chord Road 2nd Stage, West of Chord Road, IInd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079",12.99929,77.54963,5,2,3,1,TRUE,TRUE,TRUE
970,"Key Motors, Kanakapura",Karnataka,Bangalore,"No 71/1A & 71/7, Jaraganahalli Village Opp Temple Tree Apartment, Kanakapura Rd, Manjunath Garden, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078",12.90392,77.57349,10,1,4,4,TRUE,TRUE,TRUE
971,"Ginger Whitefield, SAP Labs Rd",Karnataka,Bangalore,"128, EPIP Phase II, &, SAP Labs Rd, Opp. KTPO, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",12.97692,77.71861,7,4,4,3,TRUE,TRUE,TRUE
972,"Ginger Koramangala, Domlur",Karnataka,Bangalore,"Inner Ring Road, Opp. Maruthi Infotech Koramangala, 100 Feet Rd, Krishna Reddy Layout, Amarjyoti Layout, Domlur, Bengaluru, Karnataka 560071",12.95234,77.63997,10,6,2,1,TRUE,TRUE,TRUE
973,"Prerna Motors, Kudlugate",Karnataka,Bangalore,"NO.55, HOSUR MAIN ROAD, KUDLUGATE, HONGASANDRA, NEXT TO OZONE TECH PARK, Kudlu Gate, Garebhavipalya, Garvebhavi Palya, Bengaluru, Karnataka 560068",12.89083,77.63821,8,6,4,2,TRUE,TRUE,TRUE
974,"KHT, Whitefield",Karnataka,Bangalore,"No. 736, Vijayalakshmi Square, Kundalahalli Main Road, , Bengaluru, Karnataka - 560 066",12.96684,77.71657,10,7,5,1,TRUE,TRUE,TRUE
975,"Kropex, Electronics City",Karnataka,Bangalore,"No 49/1, Hosur Main Road, Singasandra, Bangalore Urban, Bengaluru, Karnataka - 560068",12.872053,77.651174,8,1,7,3,TRUE,FALSE,TRUE
976,"Dyuthi Automobiles, Hunsur Road",Karnataka,Mysuru,"Plot No. 201/1&2, Hunsur Road,Mysore, Karnataka, 570017",12.3255681,76.6102634,5,5,4,4,FALSE,TRUE,TRUE
977,"Jubilant Autoworks, Padukodi",Karnataka,Mangalore,"Survey No. 38, Village, 2, Kuloor - Kavoor Rd, Kuloor, Padukodi, Mangalore, Karnataka 575013",12.923728,74.831066,4,1,1,4,TRUE,TRUE,FALSE
978,"Urs Kar motors, New Kantharaj Road",Karnataka,Mysuru,"Urs Kar, CH 11, New Kantharaj Urs Rd, Mysuru, Karnataka 570004",12.2951473,76.6415085,9,7,3,1,TRUE,TRUE,TRUE
979,"Kalinga Tavern Residency, Hatna",Karnataka,Hatna,"Bandadka - Bengaluru Rd, Hatna, Karnataka 571432",12.9770904,76.8311918,9,7,5,5,TRUE,TRUE,TRUE
980,"Automatrix - Hassan, Bangalore-Mangalore Highway",Karnataka,Hassan,"Bangalore - Mangalore Hwy, NH 8, Thanniruhalla, Hassan Rural, Karnataka 573201",12.9952076,76.07946736,6,2,6,1,TRUE,FALSE,TRUE
981,"Click Hotel, Sadahalli",Karnataka,Bangalore,"35, Down Town Park 1. Sadahalli Main Gate. Shittigere Village. Bangalore North Taluka, 562157",13.192134,77.646586,7,7,7,1,FALSE,FALSE,TRUE
982,"Ginger Hotel, Near Kottara Chowki Junction",Karnataka,Mangalore,"Ginger Hotel Mangalore Near Kottara Chowki Junction, Mangalore 575006 Tel: 0824 666 3333",12.90902658,74.83596972,9,4,1,1,TRUE,TRUE,TRUE
983,"SVS Tyres, sastapur - NH 65",Karnataka,Basavakalyan,"KIADB Industrial Area, Near Fire Station, NH 65 Sastapur, Bangla Basawakalyan 585327",17.8218258,76.9393922,9,2,2,2,TRUE,TRUE,TRUE
984,"CoastLine Garages, NH 47 Muttom",Kerala,Kochi,"Opposite Metro Pillar no 155 , NH 47, Muttom , Near Aluva , Cochin-683106",10.077281,76.337656,8,5,1,3,TRUE,TRUE,TRUE
985,"CoastLine Garages, Kannur Road",Kerala,Kozhikode,"Opposite West Hill Post Office, Kannur Road , West Hill P.O , Kozhikode-673005",11.282287,75.770054,7,4,4,5,TRUE,TRUE,TRUE
986,"Marina Motors, Pantheerankavu",Kerala,Kozhikode,"Bye Pass Road, Pantheerankavu, Kozhikode-673019",11.217,75.85801,8,1,2,3,TRUE,TRUE,TRUE
987,"IOCL - JRO Pongam, Thrissur",Kerala,Kizhakkummuri,JUBILEE RETAIL OUTLET KORATTY SOUTH POST THRISSUR DISTRICT-680308,10.245487,76.369589,9,3,1,5,TRUE,TRUE,TRUE
988,"Sree Gokulam Motors, Nettoor",Kerala,Kochi,"No. 10, 256/C, Survey No 1562/1, NH47, Bye Pass Road, Nettoor, Kochi-682040",10.039145,76.315574,4,4,4,1,FALSE,FALSE,TRUE
989,"Hyson Motors, Punkunnam",Kerala,Thrissur,"Guruvayur Rd, Puzhakkal, Punkunnam, Thrissur, Kerala 680002",10.540817,76.189423,6,6,5,2,FALSE,FALSE,TRUE
990,"KVR Dream vehicles, Nadal",Kerala,Kannur,"Ground Floor, Kizhunna - Kadappuram Rd, Chirakku Thazhe, Nadal, Kerala 670007",11.83301,75.42643,5,1,1,5,TRUE,TRUE,FALSE
991,"Muthoot Automotive, Mevaram",Kerala,Kollam,"Machoos Properties, Bypass, near Medicity Hospital, Mevaram, Kollam, Kerala 691020",8.87386,76.64112,4,2,4,1,TRUE,FALSE,TRUE
992,"IOCL - SR Adhoc u00e2u0080u0093 COCO, Vytilla",Kerala,Kochi,"Bus Stop, Janatha, Sahodaran Ayyappan Rd, Janatha Junction, Vyttila, Ernakulam, Kerala 682019",9.9685,76.312879,9,7,8,5,TRUE,FALSE,TRUE
993,"Gokulam Grand, Kovalam",Kerala,Trivandrum,"TC 63, 512 TO 523, Beach Rd, Kovalam, Kerala 695527",8.390198,76.976356,8,7,4,8,FALSE,TRUE,FALSE
994,"Gokulam Sabari, Guruvayur",Kerala,Thrissur,"North, Outer Ring Rd, Kuppaayil, Guruvayur, Kerala 680101",10.596516,76.04243,5,1,3,3,TRUE,TRUE,TRUE
995,"Sree Gokulam Motors, Edapally",Kerala,Kochi,"Skyline Gateway Apartments, Pathadipalam, Edappally, Ernakulam, Kerala 682033",9.9261126,76.317879,10,1,6,1,TRUE,TRUE,TRUE
996,"Misty Mountain Teyla, Mundakayam",Kerala,Kottayam,"Mundakayam Glenrock office, Mundakayam, Kottayam, 686512",9.5447482,76.877561,5,5,1,1,FALSE,TRUE,TRUE
997,"Ginger Hotel, Kazakuttom",Kerala,Trivandrum,"Ginger Hotel Trivandrum Electronics Technology Park, Technopark Campus, Club House, Kazakuttom, Trivandrum - 695581 Tel: 0471 666 3333",8.5615919,76.8763933,8,7,1,8,FALSE,TRUE,FALSE
998,GJ | Limbdi | HFM (Highway Food Mall) ,Limbdi,Gujarat,"Highway Food Mall, Nr. Limbdi Over Bridge, National Highway No.8A, Limbdi u00e2u0080u0093 363421.",22.5676,71.7741,10,10,4,1,FALSE,TRUE,TRUE
999,"Hriday Cars, AB Road",Madhya Pradesh,Indore,"1/2-Anoop Nagar,AB Road Indore-452001",22.7307225,75.8893731,10,2,2,1,TRUE,TRUE,TRUE
1000,"IOCL COCO u00e2u0080u0093 Extoll College Br., Bhawadita Kalan",Madhya Pradesh,Bhopal,"80/2/1/1/2 Bhawadiya Kalan, Bhopal 462026",23.182404,77.432496,7,2,1,6,TRUE,TRUE,FALSE
1001,"CR - Bhandup Station, Bhandup East",Maharashra,Mumbai,"Bhandup Station East, near Kotak Mahindra ATM, Bhandup, Bhandup East, Mumbai, Maharashtra 400042",19.1420246,72.937755,4,1,2,3,TRUE,TRUE,TRUE
1002,MH|MUMBAI|POWAI#HIRANANDANI GARDENS,Maharashtra,Mumbai,"TECHNOLOGY ST,HIRANANADANI GARDENS,SAINATH NAGAR,POWAI,MUMBAI,MAHARASHTARA 400076",19.12,72.9141,8,7,7,3,FALSE,FALSE,TRUE
1003,MH|TALASARI|HOTEL SAHYADRI,Maharashtra,Mumbai,"HOTEL SAHYADRI,TALASARI,AJMER ROAD,ACHAD,MAHARASHTRA 401606",20.2212,72.8812,4,2,2,3,TRUE,TRUE,TRUE
1004,"GJ|NAVSARI|NH 8,GRID ROAD",Gujarat,Navsari,"HOTEL  FUN CITY(PURE VEG),NH 8,GRID ROAD,BESIDE PEEDEE ELECTRONCS,KABILPORE,NAVSARI",20.9446,72.9628,4,1,2,1,TRUE,TRUE,TRUE
1005,"Select Cars, Sanath Nagar",Maharashtra,Hyderabad,"B-51, APIIC Rd, IDA Kukatpally, Sanath Nagar, Hyderabad, Telangana 500018",17.45608,78.44656,5,5,5,5,FALSE,FALSE,FALSE
1006,"Select Cars, Alkapuri",Maharashtra,Hyderabad,"ALKAPURI X ROADS, Nagole, Hyderabad, Telangana 500068",17.3649,78.55747,10,2,7,5,TRUE,TRUE,TRUE
1007,"Ginger Mumbai, Andheri East",Maharashtra,Mumbai,"Teli - Gali Road, Andheri (East), Mumbai - 400069",19.11599,72.85018,6,1,2,3,TRUE,TRUE,TRUE
1008,"Tata Power RS, Versova",Maharashtra,Mumbai,"KL Walawalkar Marg, Sahayog Nagar, Bhudargarh Colony, Andheri West, Mumbai, Maharashtra 400102",19.13052,72.83056,9,9,9,4,FALSE,FALSE,TRUE
1009,"Inderjit Cars, Andheri West",Maharashtra,Mumbai,"1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",19.14207,72.83241,8,6,6,5,TRUE,TRUE,TRUE
1010,"Heritage Motors, Panchpakhadi",Maharashtra,Thane,"3/4, Meena Apartment, Panchpakhadi, Eastern Exp Highway, Thane West u00e2u0080u0093 Pokran Upvan, Thane - 400606",19.1972,72.96321,10,10,7,6,FALSE,TRUE,TRUE
1011,"Tata Power, Vikhroli",Maharashtra,Mumbai,"The Tata Power Company Limited, 400 kV Project, Vikhroli Sub Station, Godrej Soap Premises, Vikhroli (East), Mumbai 400079",19.095269,72.926195,10,9,2,2,FALSE,TRUE,TRUE
1012,"SAB Motors, Patel Nagar",Uttar Pradesh,Ghaziabad,"G-94, Patel Nagar - III, Ghaziabad, Uttar Pradesh - 201001",28.67458,77.42895,7,3,6,7,TRUE,FALSE,FALSE
1013,"Multitech Motors, Sec 27 Faridabad",Uttar Pradesh,Faridabad,"Sector 19, Faridabad, Haryana 121002",28.41873,77.31114,7,4,1,4,TRUE,TRUE,TRUE
1014,"Sparsh , Garg Plaza - Dwarka",Delhi Ncr,Delhi,"RZ A- 70, Garg Plaza, Dabri - Palam Road, Dwarka, Delhi, Delhi - 110043",28.60585,77.08133,9,7,4,1,TRUE,TRUE,TRUE
1015,"Rudra Motors, Wagholi",Maharashtra,Pune,"Gat No.1343/A, Near Ubale Nagar Bus Stop, Wagholi-412207",18.57391,73.9589,7,3,3,6,TRUE,TRUE,FALSE
1016,"Bafna, Tathawade",Maharashtra,Pune,"Gate No. 129/2B/1, Mumbai Bangalore Express Highway,Ashok Nagar, Tathawade, Pune-411033",18.62343,73.74568,8,3,3,3,TRUE,TRUE,TRUE
1017,"Croma Pune, Aundh",Maharashtra,Pune,"Survey No.127/2B/1A Nanasaheb Gaikwad Information Technology Park ITI Road, Near, Sarjaa Rd, Aundh, Pune,411007",18.55368,73.80696,5,5,2,5,FALSE,TRUE,FALSE
1018,"Godrej One, Vikhroli",Maharashtra,Mumbai,"4 Wheeler Parking area Godrej One Pirojshanagar, Eastern Express Highway, Vikhroli u00e2u0080u0093 East, Mumbai u00e2u0080u0093 400079",19.0925655,72.9223514,10,8,5,6,TRUE,TRUE,TRUE
1019,"Inderjit Cars, Mira Road",Maharashtra,Thane,"Platinum Building, Ground Floor,Opp. Pleasant Park,Next To Brand Factory Showroom,Mira Road-401107",19.277922,72.880256,7,1,3,3,TRUE,TRUE,TRUE
1020,"IOCL, Breach Candy",Maharashtra,Mumbai,"Bhulabhai Desai Road, Breach Candy, near Tata Garden, Mumbai, Maharashtra 400026",18.96555,72.80346,5,5,1,1,FALSE,TRUE,TRUE
1021,"Puneet, Prabadevi",Maharashtra,Mumbai,"Lloyds Centre Point, Appasaheb Marathe Marg, Dadar West, Prabhadevi, Mumbai, Maharashtra 400025",19.01296,72.82652,9,7,8,1,TRUE,FALSE,TRUE
1022,"SAB Motors, Loni Road - Industrial Area",Maharashtra,Ghaziabad,"CF 1-1/1 to 1/5 Harsha Compound, Site II, Loni Road Industrial Area, Mohan Nagar, Ghaziabad, Uttar Pradesh - 201007",28.683213,77.377082,4,1,1,3,TRUE,TRUE,TRUE
1023,"Croma, L.B. Nagar",Maharashtra,Hyderabad,"CROMA, Ground Floor,D.V.Cascade,Plot 59A,59/B,59/C,59/D In Survey 9/9,Saroornagar Village,L.B.Nagar - 500074",17.352657,78.546636,4,1,3,4,TRUE,TRUE,FALSE
1024,"Sai Baba, Theregaon",Maharashtra,Pune,"5/4, Nakhate Nagar,Kalewadi Main Road,Theregaon,Pune-411033",18.611143,73.783103,9,1,2,5,TRUE,TRUE,TRUE
1025,"Sridha Motors, Chakan",Maharashtra,Chakan,"GAT NO. 143/3, PUNE-NASHIK HIGHWAY WAKI (KH), Maharashtra 410501",18.77893,73.87099,4,2,4,1,TRUE,FALSE,TRUE
1026,"Bikanerwala, NH 48 Panchgaon",Maharashtra,Panchgaon,"55th Mile Stone, NH 48, Kukrola, Panchgaon, Gurugram, Pin-122001",28.323394,76.901196,6,6,6,2,FALSE,FALSE,TRUE
1027,"IOCL - COCO, Prabhadevi",Maharashtra,Mumbai,"Plot No, P. N. 1207, CADELL RD. MUMBAI, PRABHADEVI CADEL RD., MUMBAI - 400022",19.018857,72.831076,7,3,6,1,TRUE,FALSE,TRUE
1028,"Nangia Cars, Hinghna",Maharashtra,Nagpur,33B 1/4 Hinghna MIDC Opp Nangia Speciality Hospital Nagpur 440028 ,21.13459,79.004423,6,2,5,3,TRUE,FALSE,TRUE
1029,"Jitendra Wheels, Ambad",Maharashtra,Nashik,"B-88 MIDC AMBAD, Mumbai Agra highway,Next to Hotel gateway Nashik-  422010",19.950077,73.749175,8,3,1,4,TRUE,TRUE,TRUE
1030,"Tata Power, Dharavi Colony",Maharashtra,Mumbai,"Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",19.034402,72.85284,8,5,4,2,TRUE,TRUE,TRUE
1031,"Unique Automobiles, MIDC Shiroli",Maharashtra,Kolhapur,"S.No 592,H.No 4481 1st Stop MIDC Shiroli(P) Tal-Hatkanangale, Dist-Kolhapur-416122",16.753021,74.279095,9,4,4,4,TRUE,TRUE,TRUE
1032,"Dhoot Motors, Adalat Road",Maharashtra,Aurangabad,"ABC Complex, Adalat Road, Aurangabad, Maharashtra 431005Second location for survey : Adalat Road, Next to High Court, Aurangabad, Maharashtra 431005",19.872922,75.318613,8,8,4,3,FALSE,TRUE,TRUE
1033,"Nathani Heights, Mumbai Central",Maharashtra,Mumbai,"Junction of Bellasis Road and Dr D.B. Marg , Mumbai Central, Mumbai 400008",18.9688627,72.8207138,5,5,1,4,FALSE,TRUE,TRUE
1034,"Amanora Mall Big Bazar Parking, Hadapsar",Maharashtra,Pune,"Crescent Rd, Amanora Park Town, Hadapsar, Pune, Maharashtra 411028",18.51873971,73.936184,5,1,3,1,TRUE,TRUE,TRUE
1035,"Amnora Sport Arena, Hadapsar",Maharashtra,Pune,"Amanora Township , Hadpasar , Pune 411028",18.51566576,73.94607248,5,3,4,1,TRUE,TRUE,TRUE
1036,"CSMT Station, Fort",Maharashtra,Mumbai,"Chhatrapati Shivaji Maharaj Terminus, Fort, Mumbai, Maharashtra 400001",18.9453551,72.8383287,6,5,3,2,FALSE,TRUE,TRUE
1037,"Mahanagar Gas Limited, Wadala",Maharashtra,Mumbai,"MGL Terminal, opposite Anik Depot, Wadala, Mumbai, Maharashtra 400022",19.0472567,72.8783829,7,3,7,2,TRUE,FALSE,TRUE
1038,"IOCL COCO, BKC",Maharashtra,Mumbai,"Bandra Kurla Complex, New Coco At, C-67, Bharat Nagar Rd, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",19.0599578,72.8647916,4,4,1,4,FALSE,TRUE,FALSE
1039,"Vivera Hotels & Resorts, Loc 1, Narketpally",Telangana,Suryapet,"NH 65, Narketpally, Telangana - 508254",17.212796,79.166746,10,10,3,3,FALSE,TRUE,TRUE
1040,"Highway Hospitality, Rajugari Thota",Telangana,Suryapet,"NH 65, Rayangudem Village, Suryapet, Telangana-508213",17.1525348,79.5699188,9,7,9,1,TRUE,FALSE,TRUE
1041,"Zenith Chemical Works Pvt Ltd, Andheri East",Maharashtra,Mumbai,"Zenith Chemical Works Pvt Ltd. Plot No. B.6, Cross Road B, MIDC Marol, Andheri East residing at Mumbai-400093",19.1157451,72.8682563,5,1,5,2,TRUE,FALSE,TRUE
1042,"Panchjanya Motors, Bhosari",Maharashtra,Pune,"Wakad - Bhosari BRTS Road, Century Enka Colony, Bhosari, Pimpri-Chinchwad,Maharashtra 411039",18.61547,73.84618,8,4,6,2,TRUE,TRUE,TRUE
1043,"Panchjanya Motors, Chinchwad",Maharashtra,Pune,"No 49, Block D2, MIDC Ador Power Station, Chinchwad, Ram Nagar, Chinchwad, Pune,Maharashtra 411039",18.648576,73.798872,5,5,3,4,FALSE,TRUE,TRUE
1044,"Hotel Sai International Yelur, Sangali",Maharashtra,Yelur,"Pune Bangalore Highway (NH-4, Vasant Park Chougle Plot, Yelur, Maharashtra 415411",16.956461,74.275721,4,4,4,4,FALSE,FALSE,FALSE
1045,"Sangam Hotel, Pune- Bangalore Road",Maharashtra,Karad,"NH 4, Pune-Bangalore Road, Near Kolhapur Naka, Karad, Maharashtra 415110",17.2737243,74.1802756,5,5,4,1,FALSE,TRUE,TRUE
1046,"Amrai Hotel & Resort , NH 4 Shendre",Maharashtra,Satara,"KG.NO 207/B, Plot No-1&2, Near National Highway No-4, Shendre, Satara, Maharashtra 415002",17.63820763,74.01209174,5,5,1,5,FALSE,TRUE,FALSE
1047,"AH Group, Hinjewadi Phase I",Maharashtra,Pune,"Aditya Infotech Park ,SBI Bank ,Phase I , Hinjewadi Pune 411057",18.589877,73.7383657,4,4,1,1,FALSE,TRUE,TRUE
1048,"IOCL Kini Causway, Bandra West",Maharashtra,Mumbai,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",19.051601,72.838011,9,1,8,6,TRUE,FALSE,TRUE
1049,"IOCL - COCO ALE 101, Mohabbatpur",Uttar Pradesh,Mainpuri,IndianOil Petrol pump at Km Stone 101.2 LHS Village Mohabbatpur Tehsil karhal Distt Mainpuri - 205268,26.968708,79.019513,4,1,1,1,TRUE,TRUE,TRUE
1050,"Uniworld City, New Town",West Bengal,Kolkata,"Uniworld City, Newtown, New Town, West Bengal 700156",22.561997,88.492903,8,2,1,8,TRUE,TRUE,FALSE
1051,"Datson Electronics, Gorhe",Maharashtra,Pune,"M/s. Datson Electronics pvt ltd Gat.No.30. Sinhagad Road , Gorhe Budruk .Tal- Haveli Next To Savali Resort , Off Sinhagad Road . Village Gorhe . Pune - 411025",18.423343,73.754875,9,5,3,4,TRUE,TRUE,TRUE
1052,"Hare Krishna Mahindra, Mulund West",Maharashtra,Mumbai,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",19.163979,72.938751,8,5,8,2,TRUE,FALSE,TRUE
1053,"IOCL COCO Palayamputhur, Palyampudur",Tamil Nadu,Palyampudur,"Dharmapuri Main Road, Palayampudur, Tamil Nadu 636807",12.0243727,78.0979115,8,8,6,1,FALSE,TRUE,TRUE
1054,Hotel Mamalla,West Bengal,Siliguri,"Reliance Industrial Consortium Ltd. NH 31 Baniakhari, Kusumnagar Landmark, beside Barsana Hotel, Matigara, Siliguri, West Bengal 734010",26.729623,88.373903,9,3,7,6,TRUE,TRUE,TRUE
1055,"Daspalla Hotels, Suryabagh",Andhra Pradesh,Vizag,"Hotel Daspalla Visakhapatnam, 28-2-48, Suryabagh, Jagadamba Junction,A P 530020",17.7105539,83.3008275,9,2,1,7,TRUE,TRUE,TRUE
1056,"TDI Business Centre, Mohali",Punjab,Mohali,"TDI Business Centre, Sector 118, TDI City, Mohali - 160055",30.7366917,76.6803752,6,2,4,3,TRUE,TRUE,TRUE
1057,"Aurangabad Smart City, Himayat Bagh",Maharashtra,Aurangabad,"V8VH+HMJ, Himayat Bagh, Aurangabad, Maharashtra 431004",19.8942375,75.3280838,9,8,3,2,FALSE,TRUE,TRUE
1058,"Navagauri Tyres, MIDC",Maharashtra,Baramati,"MIDC Baramati Plot No. 237, near Hindustan Cattle feed Baramati- 413133",18.206925,74.6085667,8,1,4,2,TRUE,TRUE,TRUE
1059,MH | Nashik | Nashik | Car mall,Maharashtra,Maharashtra,"CAR MALL, Buddha Vihar, Pathardi Phata, Nashik, Maharashtra 422010",19.9519,73.7541,9,6,9,1,TRUE,FALSE,TRUE
1060,"Dion Automotives,Samantarpur",Odisha,Bhubaneswar,"Plot No 2175, 3766, Lewis Road, Samantarapur, Old Town, Bhubaneswar, Odisha 751002",20.227001,85.840966,7,1,1,5,TRUE,TRUE,TRUE
1061,"Lankeswari Motors, NH 6 - Gopalpalli Chowk",Odisha,Sambalpur,"National Hwy, 06, Near Gopalpalli Chowk, Sambalpur, Odisha 768006",21.498344,83.956558,10,3,2,2,TRUE,TRUE,TRUE
1062,"Trupti Automotives, NH 16 - Manguli Chowk",Odisha,Cuttack,"NH16, Manguli Chowk, Odisha 754025",20.529316,85.949237,9,2,6,2,TRUE,TRUE,TRUE
1063,"Trupti Automotives, NH 53 - Duburi",Odisha,Kalinganagar,"Duburi, Kalinga Nagar Tata Steel Area, Odisha- 755026",20.9502562,85.989753,5,1,2,4,TRUE,TRUE,TRUE
1064,"CSM Technologies, Khorda",Odisha,Bhubaneswar,"E/56, Infocity, Chandrasekharpur Industrial Area, Khorda, Bhubaneswar, Odisha-751024",20.3395267,85.80065,6,6,2,1,FALSE,TRUE,TRUE
1065,"CSM Technologies, Acharya Vihar",Odisha,Bhubaneswar,"OCAC(Odisha Computer Application Centre) Building, Plot No N-1/7-D, Acharya Vihar, Khorda, Bhubaneswar, Odisha-751013",20.2996381,85.8309336,9,8,7,3,FALSE,TRUE,TRUE
1066,"Samal Equip, Nuahata",Odisha,Angul,"Nuahata, Odisha 759128",20.832862,85.2382584,8,1,7,3,TRUE,FALSE,TRUE
1067,"Ginger Hotel, Nayapalli",Odisha,Bhubaneswar,"Ginger Hotel Bhubaneshwar Opp. Nalco Headquarter,Jayadev Vihar, Nayapalli, Bhubaneshwar 751013",20.3,85.82,7,4,3,7,TRUE,TRUE,FALSE
